Time,Channel A,Channel B
(ms),(V),(V)

-0.43916700,0.07934812,0.00000000
-0.43908700,0.07934812,0.00000000
-0.43900700,0.07934812,0.00000000
-0.43892700,0.07934812,0.00000000
-0.43884700,0.07934812,0.00000000
-0.43876700,0.07934812,0.00000000
-0.43868700,0.07934812,0.00000000
-0.43860700,0.07934812,0.00000000
-0.43852700,0.07934812,0.00000000
-0.43844700,0.07934812,0.00000000
-0.43836700,0.07934812,0.00000000
-0.43828700,0.07934812,0.00000000
-0.43820700,0.07934812,0.00000000
-0.43812700,0.07934812,0.00000000
-0.43804700,0.07934812,0.00000000
-0.43796700,0.07934812,0.15869620
-0.43788700,0.07934812,0.15869620
-0.43780700,0.07934812,0.15869620
-0.43772700,0.07934812,0.00000000
-0.43764700,0.07934812,0.00000000
-0.43756700,0.07934812,0.00000000
-0.43748700,0.07934812,0.00000000
-0.43740700,0.07934812,0.00000000
-0.43732700,0.07934812,0.00000000
-0.43724700,0.07934812,0.00000000
-0.43716700,0.07934812,0.00000000
-0.43708700,0.07934812,0.00000000
-0.43700700,0.07934812,0.00000000
-0.43692700,0.07934812,0.00000000
-0.43684700,0.07934812,0.00000000
-0.43676700,0.07934812,0.00000000
-0.43668700,0.07934812,0.00000000
-0.43660700,0.07934812,0.00000000
-0.43652700,0.07934812,0.00000000
-0.43644700,0.07934812,0.00000000
-0.43636700,0.07934812,0.00000000
-0.43628700,0.07934812,0.00000000
-0.43620700,0.07934812,0.00000000
-0.43612700,0.07934812,0.00000000
-0.43604700,0.07934812,0.00000000
-0.43596700,0.07934812,0.00000000
-0.43588700,0.07934812,0.00000000
-0.43580700,0.07934812,0.00000000
-0.43572700,0.07934812,0.00000000
-0.43564700,0.07934812,0.00000000
-0.43556700,0.07934812,0.00000000
-0.43548700,0.07934812,0.00000000
-0.43540700,0.07934812,0.00000000
-0.43532700,0.07934812,-0.15869620
-0.43524700,0.07934812,-0.15869620
-0.43516700,0.07934812,-0.15869620
-0.43508700,0.07934812,-0.15869620
-0.43500700,0.07934812,-0.15869620
-0.43492700,0.07934812,-0.15869620
-0.43484700,0.07934812,-0.15869620
-0.43476700,0.07934812,-0.15869620
-0.43468700,0.07934812,-0.15869620
-0.43460700,0.07934812,-0.31739250
-0.43452700,0.07934812,-0.31739250
-0.43444700,0.07934812,-0.31739250
-0.43436700,0.07934812,-0.31739250
-0.43428700,0.07934812,-0.31739250
-0.43420700,0.07934812,-0.31739250
-0.43412700,0.07934812,-0.31739250
-0.43404700,0.07934812,-0.31739250
-0.43396700,0.07934812,-0.31739250
-0.43388700,0.07934812,-0.15869620
-0.43380700,0.07934812,-0.15869620
-0.43372700,0.07934812,-0.15869620
-0.43364700,0.07934812,-0.15869620
-0.43356700,0.07934812,-0.15869620
-0.43348700,0.07934812,-0.15869620
-0.43340700,0.07934812,-0.15869620
-0.43332700,0.07934812,-0.15869620
-0.43324700,0.07934812,-0.15869620
-0.43316700,0.07934812,-0.15869620
-0.43308700,0.07934812,-0.15869620
-0.43300700,0.07934812,-0.15869620
-0.43292700,0.07934812,-0.15869620
-0.43284700,0.07934812,-0.15869620
-0.43276700,0.07934812,-0.15869620
-0.43268700,0.07934812,-0.15869620
-0.43260700,0.07934812,-0.15869620
-0.43252700,0.07934812,-0.15869620
-0.43244700,0.07934812,-0.15869620
-0.43236700,0.07934812,-0.15869620
-0.43228700,0.07934812,-0.15869620
-0.43220700,0.07934812,-0.15869620
-0.43212700,0.07934812,-0.15869620
-0.43204700,0.07934812,-0.15869620
-0.43196700,0.07934812,-0.15869620
-0.43188700,0.07934812,-0.15869620
-0.43180700,0.07934812,-0.15869620
-0.43172700,0.07934812,-0.15869620
-0.43164700,0.07934812,-0.15869620
-0.43156700,0.07934812,-0.15869620
-0.43148700,0.07934812,-0.15869620
-0.43140700,0.07934812,-0.15869620
-0.43132700,0.07934812,-0.15869620
-0.43124700,0.07934812,-0.15869620
-0.43116700,0.07934812,-0.15869620
-0.43108700,0.07934812,-0.15869620
-0.43100700,0.07934812,-0.15869620
-0.43092700,0.07934812,-0.15869620
-0.43084700,0.07934812,-0.15869620
-0.43076700,0.07934812,0.00000000
-0.43068700,0.07934812,0.00000000
-0.43060700,0.07934812,0.00000000
-0.43052700,0.07934812,0.00000000
-0.43044700,0.07934812,0.00000000
-0.43036700,0.07934812,0.15869620
-0.43028700,0.07934812,0.15869620
-0.43020700,0.07934812,0.15869620
-0.43012700,0.07934812,0.15869620
-0.43004700,0.07934812,0.31739250
-0.42996700,0.07934812,0.31739250
-0.42988700,0.07934812,0.31739250
