Time,Channel A
(ms),(V)

-35.98080677,0.07934812
-35.97568677,0.15869620
-35.97056677,0.15869620
-35.96544677,0.07934812
-35.96032677,0.15869620
-35.95520677,0.07934812
-35.95008677,0.07934812
-35.94496677,0.07934812
-35.93984677,0.07934812
-35.93472677,0.07934812
-35.92960677,0.07934812
-35.92448677,0.15869620
-35.91936677,0.07934812
-35.91424677,0.07934812
-35.90912677,0.07934812
-35.90400677,0.15869620
-35.89888677,0.15869620
-35.89376677,0.07934812
-35.88864677,0.07934812
-35.88352677,0.07934812
-35.87840677,0.07934812
-35.87328677,0.07934812
-35.86816677,0.15869620
-35.86304677,0.07934812
-35.85792677,0.15869620
-35.85280677,0.07934812
-35.84768677,0.15869620
-35.84256677,0.07934812
-35.83744677,0.15869620
-35.83232677,0.15869620
-35.82720677,0.07934812
-35.82208677,0.07934812
-35.81696677,0.07934812
-35.81184677,0.15869620
-35.80672677,0.07934812
-35.80160677,0.07934812
-35.79648677,0.15869620
-35.79136677,0.15869620
-35.78624677,0.15869620
-35.78112677,0.07934812
-35.77600677,0.15869620
-35.77088677,0.15869620
-35.76576677,0.15869620
-35.76064677,0.15869620
-35.75552677,0.15869620
-35.75040677,0.15869620
-35.74528677,0.15869620
-35.74016677,0.15869620
-35.73504677,0.15869620
-35.72992677,0.15869620
-35.72480677,0.15869620
-35.71968677,0.15869620
-35.71456677,0.15869620
-35.70944677,0.15869620
-35.70432677,0.07934812
-35.69920677,0.15869620
-35.69408677,0.15869620
-35.68896677,0.15869620
-35.68384677,0.07934812
-35.67872677,0.15869620
-35.67360677,0.15869620
-35.66848677,0.07934812
-35.66336677,0.07934812
-35.65824677,0.07934812
-35.65312677,0.15869620
-35.64800677,0.15869620
-35.64288677,0.15869620
-35.63776677,0.07934812
-35.63264677,0.07934812
-35.62752677,0.07934812
-35.62240678,0.07934812
-35.61728678,0.07934812
-35.61216678,0.07934812
-35.60704678,0.07934812
-35.60192678,0.07934812
-35.59680678,0.07934812
-35.59168678,0.15869620
-35.58656678,0.15869620
-35.58144678,0.15869620
-35.57632678,0.15869620
-35.57120678,0.15869620
-35.56608678,0.15869620
-35.56096678,0.07934812
-35.55584678,0.07934812
-35.55072678,0.15869620
-35.54560678,0.15869620
-35.54048678,0.15869620
-35.53536678,0.07934812
-35.53024678,0.07934812
-35.52512678,0.15869620
-35.52000678,0.07934812
-35.51488678,0.07934812
-35.50976678,0.07934812
-35.50464678,0.07934812
-35.49952678,0.15869620
-35.49440678,0.15869620
-35.48928678,0.15869620
-35.48416678,0.07934812
-35.47904678,0.15869620
-35.47392678,0.15869620
-35.46880678,0.07934812
-35.46368678,0.07934812
-35.45856678,0.07934812
-35.45344678,0.07934812
-35.44832678,0.07934812
-35.44320678,0.07934812
-35.43808678,0.07934812
-35.43296678,0.15869620
-35.42784678,0.15869620
-35.42272678,0.07934812
-35.41760678,0.07934812
-35.41248678,0.07934812
-35.40736678,0.07934812
-35.40224678,0.07934812
-35.39712678,0.07934812
-35.39200678,0.07934812
-35.38688678,0.07934812
-35.38176678,0.07934812
