Time,Channel A
(ms),(V)

-37.02528775,0.00000000
-37.02016775,0.00000000
-37.01504775,0.00000000
-37.00992775,0.15869620
-37.00480775,0.00000000
-36.99968775,0.00000000
-36.99456775,0.00000000
-36.98944775,0.00000000
-36.98432775,0.15869620
-36.97920775,0.00000000
-36.97408775,0.00000000
-36.96896775,0.00000000
-36.96384775,0.00000000
-36.95872775,0.00000000
-36.95360775,0.15869620
-36.94848775,0.15869620
-36.94336775,0.15869620
-36.93824775,0.15869620
-36.93312775,0.00000000
-36.92800775,0.15869620
-36.92288775,0.15869620
-36.91776775,0.00000000
-36.91264775,0.00000000
-36.90752775,0.00000000
-36.90240775,0.00000000
-36.89728775,0.00000000
-36.89216775,0.00000000
-36.88704775,0.15869620
-36.88192775,0.00000000
-36.87680775,0.15869620
-36.87168775,0.15869620
-36.86656775,0.15869620
-36.86144775,0.00000000
-36.85632775,0.15869620
-36.85120775,0.15869620
-36.84608775,0.15869620
-36.84096775,0.00000000
-36.83584775,0.00000000
-36.83072775,0.00000000
-36.82560775,0.00000000
-36.82048775,0.15869620
-36.81536775,0.00000000
-36.81024775,0.15869620
-36.80512775,0.00000000
-36.80000775,0.15869620
-36.79488775,0.00000000
-36.78976775,0.00000000
-36.78464775,0.00000000
-36.77952775,0.15869620
-36.77440775,0.00000000
-36.76928775,0.15869620
-36.76416775,0.00000000
-36.75904775,0.15869620
-36.75392775,0.15869620
-36.74880775,0.15869620
-36.74368775,0.15869620
-36.73856775,0.00000000
-36.73344775,0.00000000
-36.72832775,0.15869620
-36.72320775,0.15869620
-36.71808775,0.15869620
-36.71296775,0.15869620
-36.70784775,0.15869620
-36.70272775,0.15869620
-36.69760775,0.00000000
-36.69248775,0.00000000
-36.68736775,0.15869620
-36.68224775,0.00000000
-36.67712775,0.00000000
-36.67200775,0.00000000
-36.66688775,0.00000000
-36.66176775,0.00000000
-36.65664775,0.00000000
-36.65152775,0.15869620
-36.64640775,0.00000000
-36.64128775,0.15869620
-36.63616775,0.15869620
-36.63104775,0.00000000
-36.62592775,0.00000000
-36.62080775,0.00000000
-36.61568775,0.00000000
-36.61056775,0.00000000
-36.60544775,0.00000000
-36.60032775,0.00000000
-36.59520775,0.15869620
-36.59008775,0.15869620
-36.58496775,0.00000000
-36.57984775,0.00000000
-36.57472775,0.00000000
-36.56960775,0.00000000
-36.56448775,0.15869620
-36.55936775,0.15869620
-36.55424775,0.15869620
-36.54912775,0.15869620
-36.54400775,0.15869620
-36.53888775,0.15869620
-36.53376775,0.15869620
-36.52864775,0.15869620
-36.52352775,0.15869620
-36.51840775,0.15869620
-36.51328775,0.15869620
-36.50816775,0.15869620
-36.50304775,0.00000000
-36.49792775,0.00000000
-36.49280775,0.00000000
-36.48768775,0.00000000
-36.48256775,0.15869620
-36.47744775,0.00000000
-36.47232775,0.00000000
-36.46720775,0.00000000
-36.46208775,0.00000000
-36.45696775,0.00000000
-36.45184775,0.00000000
-36.44672775,0.15869620
-36.44160775,0.15869620
-36.43648775,0.00000000
-36.43136775,0.00000000
-36.42624775,0.00000000
